wo_item_id,work_order_id,material_code,description,category,quantity,unit,target_unit_price_usd,required_by_date,preferred_vendor_category
WO-2024-0161-I01,WO-2024-0161,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,96,pcs,199.24,2025-05-20,Mechanical Parts
WO-2024-0161-I02,WO-2024-0161,RAW-4405,HDPE Rod 50mm dia,Raw Materials,49,m,15.86,2025-05-28,Raw Materials
WO-2024-0161-I03,WO-2024-0161,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,21,pcs,122.61,2025-05-27,Electrical Components
WO-2024-0163-I01,WO-2024-0163,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,30,pcs,366.72,2024-03-02,Mechanical Parts
WO-2024-0163-I02,WO-2024-0163,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,105,MT,686.7,2024-03-08,Raw Materials
WO-2024-0163-I03,WO-2024-0163,RAW-4405,HDPE Rod 50mm dia,Raw Materials,41,m,14.69,2024-03-12,Raw Materials
WO-2024-0164-I01,WO-2024-0164,RAW-4403,Copper Busbar 40×4mm,Raw Materials,50,m,24.55,2025-01-11,Raw Materials
WO-2024-0164-I02,WO-2024-0164,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,18,pcs,391.16,2025-01-16,Electrical Components
WO-2024-0164-I03,WO-2024-0164,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,91,pcs,387.44,2025-01-10,Mechanical Parts
WO-2024-0166-I01,WO-2024-0166,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,30,kg,3.23,2024-11-27,Raw Materials
WO-2024-0166-I02,WO-2024-0166,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,104,kg,4.32,2024-11-26,Mechanical Parts
WO-2024-0167-I01,WO-2024-0167,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,62,pcs,313.28,2025-05-04,Electrical Components
WO-2024-0167-I02,WO-2024-0167,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,92,kg,2.64,2025-05-11,Raw Materials
WO-2024-0167-I03,WO-2024-0167,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,27,pcs,108.12,2025-05-06,Electrical Components
WO-2024-0167-I04,WO-2024-0167,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,20,pcs,216.09,2025-05-11,Mechanical Parts
WO-2024-0167-I05,WO-2024-0167,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,59,kg,4.05,2025-05-10,Raw Materials
WO-2024-0167-I06,WO-2024-0167,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,38,kg,3.42,2025-05-04,Mechanical Parts
WO-2024-0168-I01,WO-2024-0168,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,81,kg,2.83,2024-01-25,Raw Materials
WO-2024-0168-I02,WO-2024-0168,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,85,pcs,36.61,2024-02-01,Mechanical Parts
WO-2024-0168-I03,WO-2024-0168,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,89,pcs,367.6,2024-01-25,Mechanical Parts
WO-2024-0168-I04,WO-2024-0168,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,106,kg,4.2,2024-01-30,Raw Materials
WO-2024-0168-I05,WO-2024-0168,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,50,pcs,1609.7,2024-01-26,Electrical Components
WO-2024-0169-I01,WO-2024-0169,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,73,pcs,145.52,2024-06-09,Mechanical Parts
WO-2024-0169-I02,WO-2024-0169,RAW-4403,Copper Busbar 40×4mm,Raw Materials,49,m,18.6,2024-06-11,Raw Materials
WO-2024-0169-I03,WO-2024-0169,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,32,pcs,394.98,2024-06-05,Electrical Components
WO-2024-0169-I04,WO-2024-0169,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,47,pcs,33.46,2024-06-05,Mechanical Parts
WO-2024-0169-I05,WO-2024-0169,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,32,pcs,114.31,2024-06-08,Electrical Components
WO-2024-0169-I06,WO-2024-0169,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,84,kg,4.46,2024-06-14,Raw Materials
WO-2024-0170-I01,WO-2024-0170,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,62,MT,679.15,2024-12-16,Raw Materials
WO-2024-0170-I02,WO-2024-0170,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,87,pcs,1821.93,2024-12-12,Electrical Components
WO-2024-0171-I01,WO-2024-0171,RAW-4405,HDPE Rod 50mm dia,Raw Materials,74,m,15.66,2024-03-19,Raw Materials
WO-2024-0171-I02,WO-2024-0171,RAW-4403,Copper Busbar 40×4mm,Raw Materials,8,m,24.71,2024-03-13,Raw Materials
WO-2024-0171-I03,WO-2024-0171,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,110,pcs,174.2,2024-03-17,Mechanical Parts
WO-2024-0171-I04,WO-2024-0171,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,70,pcs,102.02,2024-03-16,Electrical Components
WO-2024-0171-I05,WO-2024-0171,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,62,kg,3.86,2024-03-18,Mechanical Parts
WO-2024-0173-I01,WO-2024-0173,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,47,pcs,375.65,2024-12-23,Mechanical Parts
WO-2024-0173-I02,WO-2024-0173,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,14,pcs,14.67,2024-12-16,Electrical Components
WO-2024-0173-I03,WO-2024-0173,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,106,kg,3.09,2024-12-12,Raw Materials
WO-2024-0174-I01,WO-2024-0174,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,45,pcs,77.86,2024-05-17,Electrical Components
WO-2024-0174-I02,WO-2024-0174,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,91,pcs,13.3,2024-05-16,Electrical Components
WO-2024-0174-I03,WO-2024-0174,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,5,MT,692.85,2024-05-27,Raw Materials
WO-2024-0174-I04,WO-2024-0174,RAW-4405,HDPE Rod 50mm dia,Raw Materials,84,m,11.41,2024-05-23,Raw Materials
WO-2024-0174-I05,WO-2024-0174,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,100,kg,3.35,2024-05-18,Raw Materials
WO-2024-0175-I01,WO-2024-0175,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,92,kg,3.41,2024-08-06,Mechanical Parts
WO-2024-0175-I02,WO-2024-0175,RAW-4403,Copper Busbar 40×4mm,Raw Materials,16,m,19.28,2024-07-27,Raw Materials
WO-2024-0176-I01,WO-2024-0176,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,106,pcs,37.01,2025-04-16,Mechanical Parts
WO-2024-0176-I02,WO-2024-0176,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,74,pcs,338.58,2025-04-14,Electrical Components
WO-2024-0176-I03,WO-2024-0176,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,86,pcs,210.85,2025-04-05,Mechanical Parts
WO-2024-0176-I04,WO-2024-0176,RAW-4405,HDPE Rod 50mm dia,Raw Materials,91,m,15.4,2025-04-05,Raw Materials
WO-2024-0176-I05,WO-2024-0176,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,106,pcs,110.11,2025-04-14,Electrical Components
WO-2024-0177-I01,WO-2024-0177,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,78,kg,4.22,2025-06-14,Raw Materials
WO-2024-0177-I02,WO-2024-0177,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,73,pcs,384.55,2025-06-12,Electrical Components
WO-2024-0177-I03,WO-2024-0177,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,15,pcs,29.35,2025-06-12,Mechanical Parts
WO-2024-0177-I04,WO-2024-0177,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,100,pcs,168.65,2025-06-18,Mechanical Parts
WO-2024-0177-I05,WO-2024-0177,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,97,pcs,365.94,2025-06-19,Mechanical Parts
WO-2024-0177-I06,WO-2024-0177,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,57,MT,733.32,2025-06-17,Raw Materials
WO-2024-0178-I01,WO-2024-0178,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,114,kg,3.66,2024-05-22,Raw Materials
WO-2024-0178-I02,WO-2024-0178,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,101,kg,4.67,2024-05-23,Mechanical Parts
WO-2024-0178-I03,WO-2024-0178,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,75,pcs,228.25,2024-05-20,Mechanical Parts
WO-2024-0178-I04,WO-2024-0178,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,75,pcs,146.9,2024-05-26,Mechanical Parts
WO-2024-0178-I05,WO-2024-0178,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,90,pcs,27.3,2024-05-25,Mechanical Parts
WO-2024-0178-I06,WO-2024-0178,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,17,pcs,101.09,2024-05-19,Electrical Components
WO-2024-0179-I01,WO-2024-0179,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,17,MT,675.66,2024-08-14,Raw Materials
WO-2024-0179-I02,WO-2024-0179,RAW-4405,HDPE Rod 50mm dia,Raw Materials,13,m,16.26,2024-08-13,Raw Materials
WO-2024-0179-I03,WO-2024-0179,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,45,pcs,215.63,2024-08-14,Mechanical Parts
WO-2024-0181-I01,WO-2024-0181,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,15,pcs,408.36,2025-03-23,Electrical Components
WO-2024-0181-I02,WO-2024-0181,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,114,pcs,176.24,2025-03-31,Mechanical Parts
WO-2024-0181-I03,WO-2024-0181,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,119,pcs,32.73,2025-03-21,Mechanical Parts
WO-2024-0181-I04,WO-2024-0181,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,38,MT,722.6,2025-03-29,Raw Materials
WO-2024-0181-I05,WO-2024-0181,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,85,pcs,92.44,2025-03-25,Electrical Components
WO-2024-0182-I01,WO-2024-0182,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,79,kg,3.78,2025-03-25,Raw Materials
WO-2024-0182-I02,WO-2024-0182,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,80,pcs,102.13,2025-03-20,Electrical Components
WO-2024-0183-I01,WO-2024-0183,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,33,MT,747.47,2024-11-03,Raw Materials
WO-2024-0183-I02,WO-2024-0183,RAW-4403,Copper Busbar 40×4mm,Raw Materials,80,m,22.63,2024-10-29,Raw Materials
WO-2024-0183-I03,WO-2024-0183,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,42,pcs,29.2,2024-10-31,Mechanical Parts
WO-2024-0183-I04,WO-2024-0183,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,69,pcs,1699.14,2024-11-04,Electrical Components
WO-2024-0183-I05,WO-2024-0183,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,55,pcs,93.85,2024-11-04,Electrical Components
WO-2024-0184-I01,WO-2024-0184,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,89,pcs,40.85,2025-04-04,Mechanical Parts
WO-2024-0184-I02,WO-2024-0184,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,23,pcs,17.92,2025-03-31,Electrical Components
WO-2024-0184-I03,WO-2024-0184,RAW-4405,HDPE Rod 50mm dia,Raw Materials,66,m,16.65,2025-04-02,Raw Materials
WO-2024-0184-I04,WO-2024-0184,RAW-4403,Copper Busbar 40×4mm,Raw Materials,10,m,19.09,2025-04-02,Raw Materials
WO-2024-0184-I05,WO-2024-0184,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,67,pcs,101.01,2025-03-31,Electrical Components
WO-2024-0184-I06,WO-2024-0184,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,38,MT,654.92,2025-04-02,Raw Materials
WO-2024-0185-I01,WO-2024-0185,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,46,pcs,13.29,2024-10-17,Electrical Components
WO-2024-0185-I02,WO-2024-0185,RAW-4405,HDPE Rod 50mm dia,Raw Materials,71,m,15.17,2024-10-15,Raw Materials
WO-2024-0185-I03,WO-2024-0185,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,40,pcs,378.85,2024-10-20,Mechanical Parts
WO-2024-0185-I04,WO-2024-0185,RAW-4403,Copper Busbar 40×4mm,Raw Materials,38,m,20.56,2024-10-11,Raw Materials
WO-2024-0185-I05,WO-2024-0185,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,77,MT,624.4,2024-10-17,Raw Materials
WO-2024-0186-I01,WO-2024-0186,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,109,kg,4.67,2024-12-10,Mechanical Parts
WO-2024-0186-I02,WO-2024-0186,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,67,pcs,100.89,2024-12-18,Electrical Components
WO-2024-0186-I03,WO-2024-0186,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,118,pcs,224.99,2024-12-11,Mechanical Parts
WO-2024-0186-I04,WO-2024-0186,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,69,pcs,405.47,2024-12-11,Electrical Components
WO-2024-0186-I05,WO-2024-0186,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,61,kg,4.02,2024-12-16,Raw Materials
WO-2024-0186-I06,WO-2024-0186,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,14,pcs,1588.92,2024-12-07,Electrical Components
WO-2024-0187-I01,WO-2024-0187,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,34,pcs,100.9,2024-05-26,Electrical Components
WO-2024-0187-I02,WO-2024-0187,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,47,kg,3.61,2024-05-21,Raw Materials
WO-2024-0187-I03,WO-2024-0187,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,66,pcs,164.14,2024-05-21,Mechanical Parts
WO-2024-0187-I04,WO-2024-0187,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,66,MT,696.2,2024-05-23,Raw Materials
WO-2024-0188-I01,WO-2024-0188,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,80,pcs,347.62,2024-08-13,Mechanical Parts
WO-2024-0188-I02,WO-2024-0188,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,85,pcs,31.53,2024-08-21,Mechanical Parts
WO-2024-0188-I03,WO-2024-0188,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,119,pcs,107.69,2024-08-18,Electrical Components
WO-2024-0189-I01,WO-2024-0189,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,15,pcs,91.01,2025-06-02,Electrical Components
WO-2024-0189-I02,WO-2024-0189,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,82,pcs,123.74,2025-06-07,Electrical Components
WO-2024-0189-I03,WO-2024-0189,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,116,kg,3.93,2025-06-10,Raw Materials
WO-2024-0189-I04,WO-2024-0189,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,33,MT,730.61,2025-06-04,Raw Materials
WO-2024-0189-I05,WO-2024-0189,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,81,pcs,375.99,2025-06-10,Mechanical Parts
WO-2024-0189-I06,WO-2024-0189,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,79,kg,4.58,2025-06-05,Mechanical Parts
WO-2024-0190-I01,WO-2024-0190,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,63,kg,3.48,2024-10-07,Raw Materials
WO-2024-0190-I02,WO-2024-0190,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,13,MT,661.32,2024-10-15,Raw Materials
WO-2024-0190-I03,WO-2024-0190,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,54,pcs,1656.26,2024-10-11,Electrical Components
WO-2024-0191-I01,WO-2024-0191,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,65,kg,4.45,2025-05-09,Raw Materials
WO-2024-0191-I02,WO-2024-0191,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,81,pcs,28.62,2025-05-15,Mechanical Parts
WO-2024-0191-I03,WO-2024-0191,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,105,pcs,103.4,2025-05-09,Electrical Components
WO-2024-0191-I04,WO-2024-0191,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,101,pcs,146.7,2025-05-10,Mechanical Parts
WO-2024-0191-I05,WO-2024-0191,RAW-4405,HDPE Rod 50mm dia,Raw Materials,66,m,15.84,2025-05-12,Raw Materials
WO-2024-0192-I01,WO-2024-0192,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,34,pcs,106.31,2024-02-20,Electrical Components
WO-2024-0192-I02,WO-2024-0192,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,66,pcs,1818.4,2024-02-27,Electrical Components
WO-2024-0192-I03,WO-2024-0192,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,53,pcs,358.2,2024-02-22,Mechanical Parts
WO-2024-0192-I04,WO-2024-0192,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,107,kg,3.64,2024-02-21,Raw Materials
WO-2024-0192-I05,WO-2024-0192,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,102,pcs,414.36,2024-02-28,Electrical Components
WO-2024-0192-I06,WO-2024-0192,RAW-4405,HDPE Rod 50mm dia,Raw Materials,78,m,12.72,2024-02-20,Raw Materials
WO-2024-0193-I01,WO-2024-0193,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,117,kg,4.1,2025-03-18,Mechanical Parts
WO-2024-0193-I02,WO-2024-0193,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,37,pcs,91.91,2025-03-17,Electrical Components
WO-2024-0194-I01,WO-2024-0194,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,53,pcs,366.25,2024-01-31,Electrical Components
WO-2024-0194-I02,WO-2024-0194,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,93,pcs,391.02,2024-02-04,Mechanical Parts
WO-2024-0195-I01,WO-2024-0195,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,83,kg,3.44,2024-05-20,Mechanical Parts
WO-2024-0195-I02,WO-2024-0195,RAW-4405,HDPE Rod 50mm dia,Raw Materials,92,m,14.25,2024-05-18,Raw Materials
WO-2024-0195-I03,WO-2024-0195,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,31,pcs,342.01,2024-05-10,Electrical Components
WO-2024-0195-I04,WO-2024-0195,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,105,pcs,102.72,2024-05-13,Electrical Components
WO-2024-0195-I05,WO-2024-0195,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,27,pcs,96.88,2024-05-10,Electrical Components
WO-2024-0195-I06,WO-2024-0195,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,76,pcs,1804.06,2024-05-14,Electrical Components
WO-2024-0196-I01,WO-2024-0196,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,20,kg,4.56,2025-02-26,Raw Materials
WO-2024-0196-I02,WO-2024-0196,RAW-4405,HDPE Rod 50mm dia,Raw Materials,62,m,17.02,2025-03-04,Raw Materials
WO-2024-0196-I03,WO-2024-0196,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,25,MT,673.76,2025-02-28,Raw Materials
WO-2024-0197-I01,WO-2024-0197,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,86,kg,2.81,2024-08-16,Raw Materials
WO-2024-0197-I02,WO-2024-0197,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,16,MT,776.62,2024-08-22,Raw Materials
WO-2024-0197-I03,WO-2024-0197,RAW-4405,HDPE Rod 50mm dia,Raw Materials,65,m,16.37,2024-08-12,Raw Materials
WO-2024-0197-I04,WO-2024-0197,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,60,pcs,368.39,2024-08-19,Mechanical Parts
WO-2024-0197-I05,WO-2024-0197,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,38,pcs,28.08,2024-08-23,Mechanical Parts
WO-2024-0197-I06,WO-2024-0197,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,15,pcs,94.04,2024-08-16,Electrical Components
WO-2024-0198-I01,WO-2024-0198,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,86,kg,3.07,2024-09-19,Raw Materials
WO-2024-0198-I02,WO-2024-0198,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,6,pcs,98.9,2024-09-20,Electrical Components
WO-2024-0198-I03,WO-2024-0198,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,89,pcs,370.01,2024-09-21,Mechanical Parts
WO-2024-0198-I04,WO-2024-0198,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,71,pcs,30.53,2024-09-24,Mechanical Parts
WO-2024-0199-I01,WO-2024-0199,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,9,pcs,103.7,2024-10-21,Electrical Components
WO-2024-0199-I02,WO-2024-0199,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,88,pcs,26.77,2024-10-18,Mechanical Parts
WO-2024-0199-I03,WO-2024-0199,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,25,MT,694.86,2024-10-13,Raw Materials
WO-2024-0200-I01,WO-2024-0200,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,16,pcs,109.81,2024-07-29,Electrical Components
WO-2024-0200-I02,WO-2024-0200,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,97,pcs,221.77,2024-07-23,Mechanical Parts
WO-2024-0200-I03,WO-2024-0200,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,79,pcs,338.2,2024-07-24,Electrical Components
WO-2024-0200-I04,WO-2024-0200,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,109,pcs,366.69,2024-07-29,Mechanical Parts
WO-2024-0200-I05,WO-2024-0200,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,82,pcs,159.83,2024-07-29,Mechanical Parts
WO-2024-0201-I01,WO-2024-0201,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,76,pcs,28.91,2024-10-21,Mechanical Parts
WO-2024-0201-I02,WO-2024-0201,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,42,pcs,97.03,2024-10-18,Electrical Components
WO-2024-0201-I03,WO-2024-0201,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,19,pcs,386.92,2024-10-28,Electrical Components
WO-2024-0201-I04,WO-2024-0201,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,37,pcs,164.84,2024-10-28,Mechanical Parts
WO-2024-0203-I01,WO-2024-0203,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,38,kg,3.05,2024-10-08,Raw Materials
WO-2024-0203-I02,WO-2024-0203,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,16,kg,4.22,2024-10-01,Raw Materials
WO-2024-0204-I01,WO-2024-0204,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,32,pcs,18.7,2024-03-13,Electrical Components
WO-2024-0204-I02,WO-2024-0204,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,39,pcs,1553.33,2024-03-03,Electrical Components
WO-2024-0204-I03,WO-2024-0204,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,100,kg,4.09,2024-03-11,Raw Materials
WO-2024-0205-I01,WO-2024-0205,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,34,kg,3.78,2024-06-06,Raw Materials
WO-2024-0205-I02,WO-2024-0205,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,36,kg,4.04,2024-05-31,Mechanical Parts
WO-2024-0205-I03,WO-2024-0205,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,50,pcs,214.76,2024-06-07,Mechanical Parts
WO-2024-0206-I01,WO-2024-0206,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,84,pcs,371.29,2024-04-07,Mechanical Parts
WO-2024-0206-I02,WO-2024-0206,RAW-4403,Copper Busbar 40×4mm,Raw Materials,119,m,22.93,2024-04-07,Raw Materials
WO-2024-0206-I03,WO-2024-0206,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,119,pcs,375.72,2024-04-10,Electrical Components
WO-2024-0206-I04,WO-2024-0206,RAW-4405,HDPE Rod 50mm dia,Raw Materials,40,m,14.78,2024-04-02,Raw Materials
WO-2024-0206-I05,WO-2024-0206,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,102,pcs,19.38,2024-04-08,Electrical Components
WO-2024-0206-I06,WO-2024-0206,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,40,pcs,1602.81,2024-04-06,Electrical Components
WO-2024-0208-I01,WO-2024-0208,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,75,pcs,96.77,2024-04-17,Electrical Components
WO-2024-0208-I02,WO-2024-0208,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,39,kg,4.32,2024-04-08,Raw Materials
WO-2024-0208-I03,WO-2024-0208,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,83,kg,3.62,2024-04-11,Mechanical Parts
WO-2024-0208-I04,WO-2024-0208,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,28,pcs,33.57,2024-04-18,Mechanical Parts
WO-2024-0209-I01,WO-2024-0209,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,28,kg,4.02,2025-03-15,Raw Materials
WO-2024-0209-I02,WO-2024-0209,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,78,pcs,96.3,2025-03-11,Electrical Components
WO-2024-0209-I03,WO-2024-0209,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,109,kg,2.96,2025-03-08,Mechanical Parts
WO-2024-0209-I04,WO-2024-0209,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,39,pcs,18.26,2025-03-16,Electrical Components
WO-2024-0210-I01,WO-2024-0210,RAW-4403,Copper Busbar 40×4mm,Raw Materials,65,m,23.53,2024-08-30,Raw Materials
WO-2024-0210-I02,WO-2024-0210,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,27,kg,3.2,2024-09-05,Raw Materials
WO-2024-0210-I03,WO-2024-0210,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,22,pcs,37.97,2024-09-01,Mechanical Parts
