eval_id,rfq_id,vendor_id,vendor_name,price_score,delivery_score,quality_score,relationship_score,composite_score,selected
EVAL-RFQ-0128-V009,RFQ-0128,V009,Fischer & Söhne KG,6.74,28.57,82.0,100.0,37.67,True
EVAL-RFQ-0128-V007,RFQ-0128,V007,Nakamura Tooling Co.,0.0,38.89,68.0,75.0,32.77,True
EVAL-RFQ-0128-V022,RFQ-0128,V022,Andean Precision SRL,14.65,51.85,0.0,40.0,25.42,False
EVAL-RFQ-0128-V024,RFQ-0128,V024,BalticTech UAB,4.33,26.42,0.0,40.0,13.66,False
EVAL-RFQ-0129-V018,RFQ-0129,V018,Guangzhou Mech & Elec Co.,16.68,80.95,76.0,100.0,56.16,True
EVAL-RFQ-0129-V002,RFQ-0129,V002,Tanaka Electrical KK,4.8,100.0,85.0,54.0,54.32,True
EVAL-RFQ-0129-V021,RFQ-0129,V021,Helios Micro Systems,0.0,89.47,0.0,40.0,30.84,True
EVAL-RFQ-0130-V003,RFQ-0130,V003,Patel Alloys Pvt Ltd,4.88,100.0,73.0,82.0,54.75,True
EVAL-RFQ-0130-V008,RFQ-0130,V008,Delta Composites Inc.,13.89,60.47,93.0,75.0,49.8,True
EVAL-RFQ-0130-V014,RFQ-0130,V014,Coastal Alloys Pty Ltd,2.46,81.25,65.0,100.0,48.36,True
EVAL-RFQ-0130-V015,RFQ-0130,V015,Nordic Steel AS,3.7,70.27,75.0,82.0,45.76,True
EVAL-RFQ-0130-V012,RFQ-0130,V012,Indra Copper Works,0.0,59.09,84.0,54.0,39.93,True
EVAL-RFQ-0130-V020,RFQ-0130,V020,Rajasthan Rare Earths Ltd,7.69,49.06,61.0,75.0,37.49,False
EVAL-RFQ-0130-V023,RFQ-0130,V023,Sahara Industrial FZE,5.55,76.47,0.0,40.0,29.16,False
EVAL-RFQ-0131-V011,RFQ-0131,V011,Solaris Power Components,11.98,100.0,84.0,100.0,61.59,True
EVAL-RFQ-0131-V016,RFQ-0131,V016,Precision Arc Systems,2.95,75.0,82.0,100.0,50.08,True
EVAL-RFQ-0131-V006,RFQ-0131,V006,Bright Spark Electronics Ltd,16.93,36.36,85.0,100.0,44.68,True
EVAL-RFQ-0131-V013,RFQ-0131,V013,Vantage Sensors GmbH,6.71,48.0,92.0,68.0,42.28,True
EVAL-RFQ-0131-V018,RFQ-0131,V018,Guangzhou Mech & Elec Co.,12.01,29.27,76.0,100.0,38.79,True
EVAL-RFQ-0131-V002,RFQ-0131,V002,Tanaka Electrical KK,0.0,27.27,85.0,54.0,30.58,False
EVAL-RFQ-0132-V019,RFQ-0132,V019,Emerald Isle Castings Ltd,6.59,80.0,80.0,100.0,52.64,True
EVAL-RFQ-0132-V007,RFQ-0132,V007,Nakamura Tooling Co.,0.0,100.0,68.0,75.0,51.1,True
EVAL-RFQ-0132-V017,RFQ-0132,V017,Türk Makina A.Ş.,18.65,47.06,68.0,75.0,42.68,True
EVAL-RFQ-0132-V004,RFQ-0132,V004,Strömberg Hydraulics AB,4.1,47.06,71.0,89.0,38.86,True
EVAL-RFQ-0132-V022,RFQ-0132,V022,Andean Precision SRL,11.45,76.19,0.0,40.0,31.44,True
EVAL-RFQ-0133-V001,RFQ-0133,V001,Kovacs Precision GmbH,6.94,71.43,88.0,100.0,51.8,True
EVAL-RFQ-0133-V007,RFQ-0133,V007,Nakamura Tooling Co.,0.0,100.0,68.0,75.0,51.1,True
EVAL-RFQ-0133-V009,RFQ-0133,V009,Fischer & Söhne KG,2.68,29.41,82.0,100.0,36.3,True
EVAL-RFQ-0133-V010,RFQ-0133,V010,Adriatic Fastenings d.o.o.,13.21,19.23,83.0,68.0,34.45,True
EVAL-RFQ-0133-V024,RFQ-0133,V024,BalticTech UAB,6.8,90.91,0.0,40.0,33.99,True
EVAL-RFQ-0133-V017,RFQ-0133,V017,Türk Makina A.Ş.,12.47,22.22,68.0,75.0,32.76,False
EVAL-RFQ-0133-V004,RFQ-0133,V004,Strömberg Hydraulics AB,4.02,20.0,71.0,89.0,30.71,False
EVAL-RFQ-0134-V011,RFQ-0134,V011,Solaris Power Components,0.0,100.0,84.0,100.0,56.8,True
EVAL-RFQ-0134-V013,RFQ-0134,V013,Vantage Sensors GmbH,3.54,30.43,92.0,68.0,35.74,True
EVAL-RFQ-0134-V021,RFQ-0134,V021,Helios Micro Systems,2.78,87.5,0.0,40.0,31.36,True
EVAL-RFQ-0135-V017,RFQ-0135,V017,Türk Makina A.Ş.,15.24,81.25,68.0,75.0,51.57,True
EVAL-RFQ-0135-V009,RFQ-0135,V009,Fischer & Söhne KG,8.75,28.26,82.0,100.0,38.38,True
EVAL-RFQ-0135-V024,RFQ-0135,V024,BalticTech UAB,0.35,100.0,0.0,40.0,34.14,True
EVAL-RFQ-0135-V004,RFQ-0135,V004,Strömberg Hydraulics AB,0.78,30.95,71.0,89.0,32.7,True
EVAL-RFQ-0135-V007,RFQ-0135,V007,Nakamura Tooling Co.,0.0,27.08,68.0,75.0,29.22,True
EVAL-RFQ-0135-V022,RFQ-0135,V022,Andean Precision SRL,14.85,39.39,0.0,40.0,21.76,False
EVAL-RFQ-0136-V003,RFQ-0136,V003,Patel Alloys Pvt Ltd,0.0,100.0,73.0,82.0,52.8,True
EVAL-RFQ-0136-V012,RFQ-0136,V012,Indra Copper Works,6.23,90.91,84.0,54.0,51.97,True
EVAL-RFQ-0136-V008,RFQ-0136,V008,Delta Composites Inc.,13.43,60.61,93.0,75.0,49.65,True
EVAL-RFQ-0136-V020,RFQ-0136,V020,Rajasthan Rare Earths Ltd,3.19,83.33,61.0,75.0,45.98,True
EVAL-RFQ-0136-V005,RFQ-0136,V005,Cerro Negro Metals SA,10.55,40.0,63.0,100.0,38.82,True
EVAL-RFQ-0136-V015,RFQ-0136,V015,Nordic Steel AS,1.14,40.0,75.0,82.0,35.65,False
EVAL-RFQ-0137-V006,RFQ-0137,V006,Bright Spark Electronics Ltd,14.76,100.0,85.0,100.0,62.9,True
EVAL-RFQ-0137-V018,RFQ-0137,V018,Guangzhou Mech & Elec Co.,14.49,56.52,76.0,100.0,47.95,True
EVAL-RFQ-0137-V002,RFQ-0137,V002,Tanaka Electrical KK,4.54,40.62,85.0,54.0,36.4,True
EVAL-RFQ-0137-V013,RFQ-0137,V013,Vantage Sensors GmbH,0.0,26.0,92.0,68.0,33.0,True
EVAL-RFQ-0138-V018,RFQ-0138,V018,Guangzhou Mech & Elec Co.,15.49,100.0,76.0,100.0,61.4,True
EVAL-RFQ-0138-V002,RFQ-0138,V002,Tanaka Electrical KK,5.78,83.33,85.0,54.0,49.71,True
EVAL-RFQ-0138-V011,RFQ-0138,V011,Solaris Power Components,15.03,18.87,84.0,100.0,38.47,True
EVAL-RFQ-0138-V013,RFQ-0138,V013,Vantage Sensors GmbH,0.0,35.71,92.0,68.0,35.91,True
EVAL-RFQ-0138-V021,RFQ-0138,V021,Helios Micro Systems,3.74,33.33,0.0,40.0,15.49,True
EVAL-RFQ-0139-V013,RFQ-0139,V013,Vantage Sensors GmbH,7.02,100.0,92.0,68.0,58.01,True
EVAL-RFQ-0139-V018,RFQ-0139,V018,Guangzhou Mech & Elec Co.,23.76,24.39,76.0,100.0,42.02,True
EVAL-RFQ-0139-V016,RFQ-0139,V016,Precision Arc Systems,11.82,21.74,82.0,100.0,37.65,True
EVAL-RFQ-0139-V006,RFQ-0139,V006,Bright Spark Electronics Ltd,0.0,21.74,85.0,100.0,33.52,True
EVAL-RFQ-0139-V021,RFQ-0139,V021,Helios Micro Systems,12.84,50.0,0.0,40.0,24.14,True
EVAL-RFQ-0140-V016,RFQ-0140,V016,Precision Arc Systems,0.0,100.0,82.0,100.0,56.4,True
EVAL-RFQ-0140-V018,RFQ-0140,V018,Guangzhou Mech & Elec Co.,14.25,78.57,76.0,100.0,54.47,True
EVAL-RFQ-0140-V011,RFQ-0140,V011,Solaris Power Components,3.79,63.46,84.0,100.0,47.36,True
EVAL-RFQ-0141-V013,RFQ-0141,V013,Vantage Sensors GmbH,3.36,100.0,92.0,68.0,56.54,True
EVAL-RFQ-0141-V016,RFQ-0141,V016,Precision Arc Systems,21.33,52.78,82.0,100.0,50.77,True
EVAL-RFQ-0141-V011,RFQ-0141,V011,Solaris Power Components,14.61,54.29,84.0,100.0,48.93,True
EVAL-RFQ-0141-V006,RFQ-0141,V006,Bright Spark Electronics Ltd,0.0,61.29,85.0,100.0,45.39,True
EVAL-RFQ-0141-V002,RFQ-0141,V002,Tanaka Electrical KK,5.69,38.78,85.0,54.0,36.31,True
EVAL-RFQ-0141-V021,RFQ-0141,V021,Helios Micro Systems,2.91,39.58,0.0,40.0,17.04,False
EVAL-RFQ-0142-V015,RFQ-0142,V015,Nordic Steel AS,0.0,92.59,75.0,82.0,50.98,True
EVAL-RFQ-0142-V012,RFQ-0142,V012,Indra Copper Works,0.37,80.65,84.0,54.0,46.54,True
EVAL-RFQ-0142-V014,RFQ-0142,V014,Coastal Alloys Pty Ltd,2.08,69.44,65.0,100.0,44.66,True
EVAL-RFQ-0142-V020,RFQ-0142,V020,Rajasthan Rare Earths Ltd,0.06,58.14,61.0,75.0,37.17,True
EVAL-RFQ-0142-V023,RFQ-0142,V023,Sahara Industrial FZE,6.11,100.0,0.0,40.0,36.44,True
EVAL-RFQ-0143-V013,RFQ-0143,V013,Vantage Sensors GmbH,0.26,100.0,92.0,68.0,55.3,True
EVAL-RFQ-0143-V018,RFQ-0143,V018,Guangzhou Mech & Elec Co.,9.24,66.67,76.0,100.0,48.9,True
EVAL-RFQ-0143-V016,RFQ-0143,V016,Precision Arc Systems,5.11,58.82,82.0,100.0,46.09,True
EVAL-RFQ-0143-V002,RFQ-0143,V002,Tanaka Electrical KK,0.0,47.62,85.0,54.0,36.69,True
EVAL-RFQ-0143-V006,RFQ-0143,V006,Bright Spark Electronics Ltd,7.5,21.74,85.0,100.0,36.52,True
EVAL-RFQ-0143-V021,RFQ-0143,V021,Helios Micro Systems,0.69,38.46,0.0,40.0,15.82,False
EVAL-RFQ-0144-V019,RFQ-0144,V019,Emerald Isle Castings Ltd,6.06,86.36,80.0,100.0,54.33,True
EVAL-RFQ-0144-V009,RFQ-0144,V009,Fischer & Söhne KG,3.54,86.36,82.0,100.0,53.72,True
EVAL-RFQ-0144-V017,RFQ-0144,V017,Türk Makina A.Ş.,17.93,79.17,68.0,75.0,52.02,True
EVAL-RFQ-0144-V007,RFQ-0144,V007,Nakamura Tooling Co.,0.0,100.0,68.0,75.0,51.1,True
EVAL-RFQ-0144-V001,RFQ-0144,V001,Kovacs Precision GmbH,8.84,57.58,88.0,100.0,48.41,True
EVAL-RFQ-0144-V004,RFQ-0144,V004,Strömberg Hydraulics AB,8.08,46.34,71.0,89.0,40.23,False
EVAL-RFQ-0144-V022,RFQ-0144,V022,Andean Precision SRL,16.16,63.33,0.0,40.0,29.46,False
EVAL-RFQ-0145-V006,RFQ-0145,V006,Bright Spark Electronics Ltd,1.93,100.0,85.0,100.0,57.77,True
EVAL-RFQ-0145-V011,RFQ-0145,V011,Solaris Power Components,11.52,82.61,84.0,100.0,56.19,True
EVAL-RFQ-0145-V018,RFQ-0145,V018,Guangzhou Mech & Elec Co.,14.22,47.5,76.0,100.0,45.14,True
EVAL-RFQ-0145-V013,RFQ-0145,V013,Vantage Sensors GmbH,3.42,55.88,92.0,68.0,43.33,True
EVAL-RFQ-0145-V021,RFQ-0145,V021,Helios Micro Systems,0.0,46.34,0.0,40.0,17.9,True
EVAL-RFQ-0146-V007,RFQ-0146,V007,Nakamura Tooling Co.,1.95,100.0,68.0,75.0,51.88,True
EVAL-RFQ-0146-V009,RFQ-0146,V009,Fischer & Söhne KG,1.76,60.87,82.0,100.0,45.37,True
EVAL-RFQ-0146-V001,RFQ-0146,V001,Kovacs Precision GmbH,1.66,40.0,88.0,100.0,40.26,True
EVAL-RFQ-0146-V010,RFQ-0146,V010,Adriatic Fastenings d.o.o.,12.75,26.92,83.0,68.0,36.58,True
EVAL-RFQ-0146-V017,RFQ-0146,V017,Türk Makina A.Ş.,6.97,28.0,68.0,75.0,32.29,True
EVAL-RFQ-0146-V022,RFQ-0146,V022,Andean Precision SRL,10.25,66.67,0.0,40.0,28.1,False
EVAL-RFQ-0146-V024,RFQ-0146,V024,BalticTech UAB,0.0,28.0,0.0,40.0,12.4,False
EVAL-RFQ-0147-V018,RFQ-0147,V018,Guangzhou Mech & Elec Co.,17.73,100.0,76.0,100.0,62.29,True
EVAL-RFQ-0147-V016,RFQ-0147,V016,Precision Arc Systems,21.93,48.57,82.0,100.0,49.74,True
EVAL-RFQ-0147-V011,RFQ-0147,V011,Solaris Power Components,13.41,43.59,84.0,100.0,45.24,True
EVAL-RFQ-0147-V002,RFQ-0147,V002,Tanaka Electrical KK,6.21,50.0,85.0,54.0,39.89,True
EVAL-RFQ-0147-V021,RFQ-0147,V021,Helios Micro Systems,0.0,53.12,0.0,40.0,19.94,True
EVAL-RFQ-0148-V006,RFQ-0148,V006,Bright Spark Electronics Ltd,3.88,100.0,85.0,100.0,58.55,True
EVAL-RFQ-0148-V018,RFQ-0148,V018,Guangzhou Mech & Elec Co.,15.18,52.0,76.0,100.0,46.87,True
EVAL-RFQ-0148-V013,RFQ-0148,V013,Vantage Sensors GmbH,6.09,50.0,92.0,68.0,42.64,True
EVAL-RFQ-0148-V011,RFQ-0148,V011,Solaris Power Components,0.0,27.66,84.0,100.0,35.1,True
EVAL-RFQ-0148-V021,RFQ-0148,V021,Helios Micro Systems,7.99,34.21,0.0,40.0,17.46,True
EVAL-RFQ-0149-V010,RFQ-0149,V010,Adriatic Fastenings d.o.o.,13.05,100.0,83.0,68.0,58.62,True
EVAL-RFQ-0149-V009,RFQ-0149,V009,Fischer & Söhne KG,4.28,51.43,82.0,100.0,43.54,True
EVAL-RFQ-0149-V001,RFQ-0149,V001,Kovacs Precision GmbH,3.53,32.73,88.0,100.0,38.83,True
EVAL-RFQ-0149-V004,RFQ-0149,V004,Strömberg Hydraulics AB,4.9,40.0,71.0,89.0,37.06,True
EVAL-RFQ-0149-V022,RFQ-0149,V022,Andean Precision SRL,13.6,85.71,0.0,40.0,35.15,True
EVAL-RFQ-0149-V017,RFQ-0149,V017,Türk Makina A.Ş.,7.25,35.29,68.0,75.0,34.59,False
EVAL-RFQ-0149-V007,RFQ-0149,V007,Nakamura Tooling Co.,0.17,34.62,68.0,75.0,31.55,False
EVAL-RFQ-0149-V024,RFQ-0149,V024,BalticTech UAB,0.0,64.29,0.0,40.0,23.29,False
EVAL-RFQ-0150-V006,RFQ-0150,V006,Bright Spark Electronics Ltd,0.0,76.67,85.0,100.0,50.0,True
EVAL-RFQ-0150-V013,RFQ-0150,V013,Vantage Sensors GmbH,4.0,60.53,92.0,68.0,44.96,True
EVAL-RFQ-0150-V021,RFQ-0150,V021,Helios Micro Systems,4.79,100.0,0.0,40.0,35.92,True
EVAL-RFQ-0151-V008,RFQ-0151,V008,Delta Composites Inc.,6.01,100.0,93.0,75.0,58.5,True
EVAL-RFQ-0151-V014,RFQ-0151,V014,Coastal Alloys Pty Ltd,6.18,87.5,65.0,100.0,51.72,True
EVAL-RFQ-0151-V005,RFQ-0151,V005,Cerro Negro Metals SA,12.95,58.33,63.0,100.0,45.28,True
EVAL-RFQ-0151-V015,RFQ-0151,V015,Nordic Steel AS,5.03,29.17,75.0,82.0,33.96,True
EVAL-RFQ-0151-V012,RFQ-0151,V012,Indra Copper Works,0.0,31.11,84.0,54.0,31.53,True
EVAL-RFQ-0152-V010,RFQ-0152,V010,Adriatic Fastenings d.o.o.,16.25,88.24,83.0,68.0,56.37,True
EVAL-RFQ-0152-V004,RFQ-0152,V004,Strömberg Hydraulics AB,3.42,100.0,71.0,89.0,54.47,True
EVAL-RFQ-0152-V001,RFQ-0152,V001,Kovacs Precision GmbH,6.24,53.57,88.0,100.0,46.17,True
EVAL-RFQ-0152-V019,RFQ-0152,V019,Emerald Isle Castings Ltd,3.59,35.71,80.0,100.0,38.15,True
EVAL-RFQ-0152-V009,RFQ-0152,V009,Fischer & Söhne KG,6.16,30.61,82.0,100.0,38.05,True
EVAL-RFQ-0152-V007,RFQ-0152,V007,Nakamura Tooling Co.,0.0,50.0,68.0,75.0,36.1,False
EVAL-RFQ-0153-V018,RFQ-0153,V018,Guangzhou Mech & Elec Co.,9.99,100.0,76.0,100.0,59.19,True
EVAL-RFQ-0153-V013,RFQ-0153,V013,Vantage Sensors GmbH,1.58,71.43,92.0,68.0,47.26,True
EVAL-RFQ-0153-V006,RFQ-0153,V006,Bright Spark Electronics Ltd,0.0,21.74,85.0,100.0,33.52,True
EVAL-RFQ-0154-V017,RFQ-0154,V017,Türk Makina A.Ş.,15.12,100.0,68.0,75.0,57.15,True
EVAL-RFQ-0154-V010,RFQ-0154,V010,Adriatic Fastenings d.o.o.,11.27,44.9,83.0,68.0,41.38,True
EVAL-RFQ-0154-V019,RFQ-0154,V019,Emerald Isle Castings Ltd,0.28,48.89,80.0,100.0,40.78,True
EVAL-RFQ-0154-V004,RFQ-0154,V004,Strömberg Hydraulics AB,5.41,48.89,71.0,89.0,39.93,True
EVAL-RFQ-0154-V022,RFQ-0154,V022,Andean Precision SRL,15.55,50.0,0.0,40.0,25.22,True
EVAL-RFQ-0154-V024,RFQ-0154,V024,BalticTech UAB,0.0,47.83,0.0,40.0,18.35,False
EVAL-RFQ-0155-V019,RFQ-0155,V019,Emerald Isle Castings Ltd,2.94,83.33,80.0,100.0,52.18,True
EVAL-RFQ-0155-V009,RFQ-0155,V009,Fischer & Söhne KG,4.73,45.45,82.0,100.0,41.93,True
EVAL-RFQ-0155-V017,RFQ-0155,V017,Türk Makina A.Ş.,12.24,50.0,68.0,75.0,41.0,True
EVAL-RFQ-0155-V010,RFQ-0155,V010,Adriatic Fastenings d.o.o.,8.02,39.22,83.0,68.0,38.37,True
EVAL-RFQ-0155-V024,RFQ-0155,V024,BalticTech UAB,0.0,100.0,0.0,40.0,34.0,True
EVAL-RFQ-0156-V008,RFQ-0156,V008,Delta Composites Inc.,7.26,100.0,93.0,75.0,59.0,True
EVAL-RFQ-0156-V005,RFQ-0156,V005,Cerro Negro Metals SA,8.23,95.0,63.0,100.0,54.39,True
EVAL-RFQ-0156-V014,RFQ-0156,V014,Coastal Alloys Pty Ltd,6.41,59.38,65.0,100.0,43.38,True
EVAL-RFQ-0156-V012,RFQ-0156,V012,Indra Copper Works,2.63,61.29,84.0,54.0,41.64,True
EVAL-RFQ-0156-V003,RFQ-0156,V003,Patel Alloys Pvt Ltd,0.0,50.0,73.0,82.0,37.8,True
EVAL-RFQ-0156-V015,RFQ-0156,V015,Nordic Steel AS,1.72,36.54,75.0,82.0,34.85,False
EVAL-RFQ-0156-V020,RFQ-0156,V020,Rajasthan Rare Earths Ltd,5.65,39.58,61.0,75.0,33.83,False
EVAL-RFQ-0156-V023,RFQ-0156,V023,Sahara Industrial FZE,1.06,35.85,0.0,40.0,15.18,False
EVAL-RFQ-0157-V011,RFQ-0157,V011,Solaris Power Components,4.38,52.38,84.0,100.0,44.27,True
EVAL-RFQ-0157-V006,RFQ-0157,V006,Bright Spark Electronics Ltd,18.4,29.73,85.0,100.0,43.28,True
EVAL-RFQ-0157-V018,RFQ-0157,V018,Guangzhou Mech & Elec Co.,13.61,36.67,76.0,100.0,41.64,True
EVAL-RFQ-0157-V021,RFQ-0157,V021,Helios Micro Systems,0.0,100.0,0.0,40.0,34.0,True
EVAL-RFQ-0157-V002,RFQ-0157,V002,Tanaka Electrical KK,0.33,34.38,85.0,54.0,32.84,True
EVAL-RFQ-0158-V006,RFQ-0158,V006,Bright Spark Electronics Ltd,18.32,100.0,85.0,100.0,64.33,True
EVAL-RFQ-0158-V013,RFQ-0158,V013,Vantage Sensors GmbH,7.38,92.31,92.0,68.0,55.84,True
EVAL-RFQ-0158-V018,RFQ-0158,V018,Guangzhou Mech & Elec Co.,21.26,58.54,76.0,100.0,51.27,True
EVAL-RFQ-0158-V002,RFQ-0158,V002,Tanaka Electrical KK,9.63,53.33,85.0,54.0,42.25,True
EVAL-RFQ-0158-V011,RFQ-0158,V011,Solaris Power Components,0.0,47.06,84.0,100.0,40.92,True
EVAL-RFQ-0159-V013,RFQ-0159,V013,Vantage Sensors GmbH,0.0,100.0,92.0,68.0,55.2,True
EVAL-RFQ-0159-V016,RFQ-0159,V016,Precision Arc Systems,14.97,50.0,82.0,100.0,47.39,True
EVAL-RFQ-0159-V006,RFQ-0159,V006,Bright Spark Electronics Ltd,1.48,40.54,85.0,100.0,39.75,True
EVAL-RFQ-0159-V002,RFQ-0159,V002,Tanaka Electrical KK,3.02,51.72,85.0,54.0,39.13,True
EVAL-RFQ-0159-V011,RFQ-0159,V011,Solaris Power Components,3.82,27.27,84.0,100.0,36.51,True
EVAL-RFQ-0160-V008,RFQ-0160,V008,Delta Composites Inc.,10.17,94.44,93.0,75.0,58.5,True
EVAL-RFQ-0160-V003,RFQ-0160,V003,Patel Alloys Pvt Ltd,7.01,100.0,73.0,82.0,55.6,True
EVAL-RFQ-0160-V015,RFQ-0160,V015,Nordic Steel AS,6.21,51.52,75.0,82.0,41.14,True
EVAL-RFQ-0160-V005,RFQ-0160,V005,Cerro Negro Metals SA,8.16,48.57,63.0,100.0,40.44,True
EVAL-RFQ-0160-V014,RFQ-0160,V014,Coastal Alloys Pty Ltd,1.33,54.84,65.0,100.0,39.99,True
EVAL-RFQ-0160-V012,RFQ-0160,V012,Indra Copper Works,1.45,34.69,84.0,54.0,33.19,False
EVAL-RFQ-0160-V023,RFQ-0160,V023,Sahara Industrial FZE,0.0,45.95,0.0,40.0,17.78,False
EVAL-RFQ-0161-V020,RFQ-0161,V020,Rajasthan Rare Earths Ltd,6.21,100.0,61.0,75.0,52.19,True
EVAL-RFQ-0161-V005,RFQ-0161,V005,Cerro Negro Metals SA,15.46,41.67,63.0,100.0,41.29,True
EVAL-RFQ-0161-V008,RFQ-0161,V008,Delta Composites Inc.,13.67,19.61,93.0,75.0,37.45,True
EVAL-RFQ-0161-V015,RFQ-0161,V015,Nordic Steel AS,9.07,33.33,75.0,82.0,36.83,True
EVAL-RFQ-0161-V014,RFQ-0161,V014,Coastal Alloys Pty Ltd,9.44,31.25,65.0,100.0,36.15,True
EVAL-RFQ-0161-V003,RFQ-0161,V003,Patel Alloys Pvt Ltd,9.26,28.57,73.0,82.0,35.08,False
EVAL-RFQ-0161-V023,RFQ-0161,V023,Sahara Industrial FZE,0.0,20.41,0.0,40.0,10.12,False
EVAL-RFQ-0162-V018,RFQ-0162,V018,Guangzhou Mech & Elec Co.,11.19,100.0,76.0,100.0,59.68,True
EVAL-RFQ-0162-V006,RFQ-0162,V006,Bright Spark Electronics Ltd,0.0,100.0,85.0,100.0,57.0,True
EVAL-RFQ-0162-V013,RFQ-0162,V013,Vantage Sensors GmbH,1.59,96.0,92.0,68.0,54.64,True
EVAL-RFQ-0162-V002,RFQ-0162,V002,Tanaka Electrical KK,0.93,88.89,85.0,54.0,49.44,True
EVAL-RFQ-0162-V011,RFQ-0162,V011,Solaris Power Components,19.64,48.0,84.0,100.0,49.05,True
EVAL-RFQ-0163-V008,RFQ-0163,V008,Delta Composites Inc.,9.97,100.0,93.0,75.0,60.09,True
EVAL-RFQ-0163-V005,RFQ-0163,V005,Cerro Negro Metals SA,5.16,80.0,63.0,100.0,48.66,True
EVAL-RFQ-0163-V012,RFQ-0163,V012,Indra Copper Works,4.22,63.16,84.0,54.0,42.83,True
EVAL-RFQ-0163-V003,RFQ-0163,V003,Patel Alloys Pvt Ltd,6.69,41.38,73.0,82.0,37.89,True
EVAL-RFQ-0163-V020,RFQ-0163,V020,Rajasthan Rare Earths Ltd,6.78,46.15,61.0,75.0,36.26,True
EVAL-RFQ-0163-V015,RFQ-0163,V015,Nordic Steel AS,4.93,25.0,75.0,82.0,32.67,False
EVAL-RFQ-0163-V014,RFQ-0163,V014,Coastal Alloys Pty Ltd,0.0,23.53,65.0,100.0,30.06,False
EVAL-RFQ-0164-V009,RFQ-0164,V009,Fischer & Söhne KG,1.02,95.45,82.0,100.0,55.45,True
EVAL-RFQ-0164-V019,RFQ-0164,V019,Emerald Isle Castings Ltd,0.0,58.33,80.0,100.0,43.5,True
EVAL-RFQ-0164-V001,RFQ-0164,V001,Kovacs Precision GmbH,3.63,46.67,88.0,100.0,43.05,True
EVAL-RFQ-0164-V017,RFQ-0164,V017,Türk Makina A.Ş.,13.31,46.67,68.0,75.0,40.42,True
EVAL-RFQ-0164-V010,RFQ-0164,V010,Adriatic Fastenings d.o.o.,10.92,40.38,83.0,68.0,39.88,True
EVAL-RFQ-0164-V022,RFQ-0164,V022,Andean Precision SRL,10.93,100.0,0.0,40.0,38.37,False
EVAL-RFQ-0164-V004,RFQ-0164,V004,Strömberg Hydraulics AB,5.83,41.18,71.0,89.0,37.79,False
EVAL-RFQ-0165-V011,RFQ-0165,V011,Solaris Power Components,20.03,70.73,84.0,100.0,56.03,True
EVAL-RFQ-0165-V013,RFQ-0165,V013,Vantage Sensors GmbH,0.0,100.0,92.0,68.0,55.2,True
EVAL-RFQ-0165-V006,RFQ-0165,V006,Bright Spark Electronics Ltd,8.26,82.86,85.0,100.0,55.16,True
EVAL-RFQ-0165-V018,RFQ-0165,V018,Guangzhou Mech & Elec Co.,12.9,63.04,76.0,100.0,49.27,True
EVAL-RFQ-0165-V002,RFQ-0165,V002,Tanaka Electrical KK,2.86,76.32,85.0,54.0,46.44,True
EVAL-RFQ-0166-V003,RFQ-0166,V003,Patel Alloys Pvt Ltd,5.52,100.0,73.0,82.0,55.01,True
EVAL-RFQ-0166-V008,RFQ-0166,V008,Delta Composites Inc.,8.45,51.43,93.0,75.0,44.91,True
EVAL-RFQ-0166-V015,RFQ-0166,V015,Nordic Steel AS,2.39,66.67,75.0,82.0,44.15,True
EVAL-RFQ-0166-V005,RFQ-0166,V005,Cerro Negro Metals SA,12.33,33.33,63.0,100.0,37.53,True
EVAL-RFQ-0166-V020,RFQ-0166,V020,Rajasthan Rare Earths Ltd,0.0,51.43,61.0,75.0,35.13,True
EVAL-RFQ-0166-V012,RFQ-0166,V012,Indra Copper Works,2.19,36.0,84.0,54.0,33.88,False
EVAL-RFQ-0167-V004,RFQ-0167,V004,Strömberg Hydraulics AB,8.35,83.87,71.0,89.0,51.6,True
EVAL-RFQ-0167-V007,RFQ-0167,V007,Nakamura Tooling Co.,0.0,100.0,68.0,75.0,51.1,True
EVAL-RFQ-0167-V001,RFQ-0167,V001,Kovacs Precision GmbH,4.25,63.41,88.0,100.0,48.32,True
EVAL-RFQ-0167-V024,RFQ-0167,V024,BalticTech UAB,5.05,74.29,0.0,40.0,28.31,True
EVAL-RFQ-0167-V022,RFQ-0167,V022,Andean Precision SRL,10.95,52.0,0.0,40.0,23.98,True
EVAL-RFQ-0168-V006,RFQ-0168,V006,Bright Spark Electronics Ltd,18.47,81.82,85.0,100.0,58.93,True
EVAL-RFQ-0168-V013,RFQ-0168,V013,Vantage Sensors GmbH,4.88,100.0,92.0,68.0,57.15,True
EVAL-RFQ-0168-V002,RFQ-0168,V002,Tanaka Electrical KK,2.05,85.71,85.0,54.0,48.93,True
EVAL-RFQ-0168-V021,RFQ-0168,V021,Helios Micro Systems,0.0,69.23,0.0,40.0,24.77,True
EVAL-RFQ-0169-V002,RFQ-0169,V002,Tanaka Electrical KK,1.16,100.0,85.0,54.0,52.86,True
EVAL-RFQ-0169-V013,RFQ-0169,V013,Vantage Sensors GmbH,5.42,84.62,92.0,68.0,52.75,True
EVAL-RFQ-0169-V006,RFQ-0169,V006,Bright Spark Electronics Ltd,20.06,32.35,85.0,100.0,44.73,True
