wo_item_id,work_order_id,material_code,description,category,quantity,unit,target_unit_price_usd,required_by_date,preferred_vendor_category
WO-2024-0158-I04,WO-2024-0158,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,113,kg,3.13,2025-02-24,Raw Materials
WO-2024-0158-I05,WO-2024-0158,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,114,pcs,99.41,2025-02-28,Electrical Components
WO-2024-0159-I01,WO-2024-0159,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,37,pcs,345.93,2025-02-25,Electrical Components
WO-2024-0159-I02,WO-2024-0159,RAW-4405,HDPE Rod 50mm dia,Raw Materials,87,m,11.28,2025-02-26,Raw Materials
WO-2024-0159-I03,WO-2024-0159,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,62,pcs,37.06,2025-03-02,Mechanical Parts
WO-2024-0159-I04,WO-2024-0159,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,16,pcs,97.49,2025-02-24,Electrical Components
WO-2024-0159-I05,WO-2024-0159,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,111,pcs,206.91,2025-02-23,Mechanical Parts
WO-2024-0161-I01,WO-2024-0161,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,99,pcs,214.38,2025-03-30,Mechanical Parts
WO-2024-0161-I02,WO-2024-0161,RAW-4405,HDPE Rod 50mm dia,Raw Materials,101,m,13.96,2025-04-04,Raw Materials
WO-2024-0162-I01,WO-2024-0162,RAW-4405,HDPE Rod 50mm dia,Raw Materials,53,m,13.5,2025-03-16,Raw Materials
WO-2024-0162-I02,WO-2024-0162,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,88,pcs,221.45,2025-03-16,Mechanical Parts
WO-2024-0162-I03,WO-2024-0162,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,38,pcs,338.33,2025-03-10,Electrical Components
WO-2024-0162-I04,WO-2024-0162,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,117,pcs,1682.89,2025-03-11,Electrical Components
WO-2024-0162-I05,WO-2024-0162,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,17,kg,4.43,2025-03-14,Mechanical Parts
WO-2024-0163-I01,WO-2024-0163,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,10,pcs,1705.92,2025-04-21,Electrical Components
WO-2024-0163-I02,WO-2024-0163,RAW-4405,HDPE Rod 50mm dia,Raw Materials,33,m,16.44,2025-04-26,Raw Materials
WO-2024-0163-I03,WO-2024-0163,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,7,pcs,93.32,2025-04-26,Electrical Components
WO-2024-0164-I01,WO-2024-0164,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,53,pcs,213.31,2025-03-11,Mechanical Parts
WO-2024-0164-I02,WO-2024-0164,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,36,pcs,1819.86,2025-03-16,Electrical Components
WO-2024-0164-I03,WO-2024-0164,RAW-4405,HDPE Rod 50mm dia,Raw Materials,88,m,16.9,2025-03-10,Raw Materials
WO-2024-0166-I01,WO-2024-0166,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,112,pcs,93.67,2025-03-01,Electrical Components
WO-2024-0166-I02,WO-2024-0166,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,13,pcs,34.99,2025-02-25,Mechanical Parts
WO-2024-0167-I01,WO-2024-0167,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,90,pcs,121.78,2025-04-13,Electrical Components
WO-2024-0167-I02,WO-2024-0167,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,66,MT,662.42,2025-04-13,Raw Materials
WO-2024-0168-I01,WO-2024-0168,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,97,pcs,395.24,2025-04-10,Mechanical Parts
WO-2024-0168-I02,WO-2024-0168,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,41,pcs,321.67,2025-04-10,Electrical Components
WO-2024-0169-I01,WO-2024-0169,RAW-4405,HDPE Rod 50mm dia,Raw Materials,72,m,12.17,2025-03-16,Raw Materials
WO-2024-0169-I02,WO-2024-0169,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,29,pcs,161.53,2025-03-14,Mechanical Parts
WO-2024-0170-I01,WO-2024-0170,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,63,pcs,1723.85,2025-04-04,Electrical Components
WO-2024-0170-I02,WO-2024-0170,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,94,pcs,93.41,2025-04-06,Electrical Components
WO-2024-0171-I01,WO-2024-0171,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,53,pcs,90.72,2025-03-22,Electrical Components
WO-2024-0171-I02,WO-2024-0171,RAW-4405,HDPE Rod 50mm dia,Raw Materials,12,m,15.73,2025-03-18,Raw Materials
WO-2024-0172-I01,WO-2024-0172,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,10,pcs,100.6,2025-05-14,Electrical Components
WO-2024-0172-I02,WO-2024-0172,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,120,kg,4.81,2025-05-07,Raw Materials
WO-2024-0172-I03,WO-2024-0172,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,118,pcs,151.97,2025-05-07,Mechanical Parts
WO-2024-0172-I04,WO-2024-0172,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,39,pcs,340.87,2025-05-08,Electrical Components
WO-2024-0173-I01,WO-2024-0173,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,80,MT,705.44,2025-04-05,Raw Materials
WO-2024-0173-I02,WO-2024-0173,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,110,pcs,382.07,2025-04-05,Mechanical Parts
WO-2024-0173-I03,WO-2024-0173,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,55,pcs,40.18,2025-04-09,Mechanical Parts
WO-2024-0173-I04,WO-2024-0173,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,43,pcs,1587.58,2025-04-01,Electrical Components
WO-2024-0173-I05,WO-2024-0173,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,35,kg,4.03,2025-04-05,Raw Materials
WO-2024-0173-I06,WO-2024-0173,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,113,pcs,215.49,2025-04-10,Mechanical Parts
WO-2024-0174-I01,WO-2024-0174,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,49,pcs,328.62,2025-05-08,Electrical Components
WO-2024-0174-I02,WO-2024-0174,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,60,kg,2.92,2025-05-15,Raw Materials
WO-2024-0175-I01,WO-2024-0175,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,67,pcs,367.24,2025-05-13,Mechanical Parts
WO-2024-0175-I02,WO-2024-0175,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,75,MT,711.25,2025-05-16,Raw Materials
WO-2024-0175-I03,WO-2024-0175,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,60,kg,3.32,2025-05-14,Mechanical Parts
WO-2024-0175-I04,WO-2024-0175,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,79,pcs,17.03,2025-05-18,Electrical Components
WO-2024-0177-I01,WO-2024-0177,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,61,pcs,386.56,2025-05-03,Mechanical Parts
WO-2024-0177-I02,WO-2024-0177,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,39,kg,2.96,2025-04-24,Mechanical Parts
WO-2024-0180-I01,WO-2024-0180,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,81,kg,3.53,2025-04-03,Raw Materials
WO-2024-0180-I02,WO-2024-0180,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,63,MT,683.94,2025-04-03,Raw Materials
WO-2024-0180-I03,WO-2024-0180,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,43,pcs,13.01,2025-04-10,Electrical Components
WO-2024-0181-I01,WO-2024-0181,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,81,pcs,13.43,2025-05-14,Electrical Components
WO-2024-0181-I02,WO-2024-0181,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,46,pcs,1657.8,2025-05-13,Electrical Components
WO-2024-0181-I03,WO-2024-0181,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,93,pcs,92.9,2025-05-16,Electrical Components
WO-2024-0181-I04,WO-2024-0181,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,45,MT,633.33,2025-05-20,Raw Materials
WO-2024-0182-I01,WO-2024-0182,RAW-4403,Copper Busbar 40×4mm,Raw Materials,51,m,17.3,2025-03-20,Raw Materials
WO-2024-0182-I02,WO-2024-0182,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,77,pcs,199.73,2025-03-27,Mechanical Parts
WO-2024-0182-I03,WO-2024-0182,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,74,pcs,1683.43,2025-03-16,Electrical Components
WO-2024-0182-I04,WO-2024-0182,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,103,pcs,100.1,2025-03-19,Electrical Components
WO-2024-0182-I05,WO-2024-0182,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,98,kg,3.73,2025-03-24,Mechanical Parts
WO-2024-0182-I06,WO-2024-0182,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,95,kg,3.14,2025-03-17,Raw Materials
WO-2024-0183-I01,WO-2024-0183,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,89,pcs,28.74,2025-03-26,Mechanical Parts
WO-2024-0183-I02,WO-2024-0183,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,59,MT,720.97,2025-03-30,Raw Materials
WO-2024-0183-I03,WO-2024-0183,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,14,kg,3.56,2025-03-30,Mechanical Parts
WO-2024-0183-I04,WO-2024-0183,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,81,pcs,234.17,2025-04-03,Mechanical Parts
WO-2024-0183-I05,WO-2024-0183,RAW-4403,Copper Busbar 40×4mm,Raw Materials,56,m,22.63,2025-03-31,Raw Materials
WO-2024-0184-I01,WO-2024-0184,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,26,pcs,113.15,2025-05-26,Electrical Components
WO-2024-0184-I02,WO-2024-0184,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,10,MT,733.64,2025-05-24,Raw Materials
WO-2024-0184-I03,WO-2024-0184,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,87,pcs,171.35,2025-05-30,Mechanical Parts
WO-2024-0184-I04,WO-2024-0184,RAW-4403,Copper Busbar 40×4mm,Raw Materials,56,m,25.46,2025-05-21,Raw Materials
WO-2024-0184-I05,WO-2024-0184,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,47,pcs,252.19,2025-05-23,Mechanical Parts
WO-2024-0184-I06,WO-2024-0184,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,60,pcs,1567.41,2025-05-28,Electrical Components
WO-2024-0186-I01,WO-2024-0186,RAW-4403,Copper Busbar 40×4mm,Raw Materials,65,m,16.68,2025-05-30,Raw Materials
WO-2024-0186-I02,WO-2024-0186,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,97,pcs,237.55,2025-06-04,Mechanical Parts
WO-2024-0186-I03,WO-2024-0186,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,45,pcs,329.86,2025-05-29,Electrical Components
WO-2024-0186-I04,WO-2024-0186,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,10,pcs,18.38,2025-06-08,Electrical Components
WO-2024-0186-I05,WO-2024-0186,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,19,pcs,1531.43,2025-06-06,Electrical Components
WO-2024-0187-I01,WO-2024-0187,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,25,pcs,360.12,2025-05-12,Electrical Components
WO-2024-0187-I02,WO-2024-0187,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,59,pcs,40.45,2025-05-19,Mechanical Parts
WO-2024-0187-I03,WO-2024-0187,RAW-4405,HDPE Rod 50mm dia,Raw Materials,34,m,16.48,2025-05-14,Raw Materials
WO-2024-0188-I01,WO-2024-0188,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,80,pcs,365.91,2025-06-11,Mechanical Parts
WO-2024-0188-I02,WO-2024-0188,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,5,kg,3.35,2025-06-08,Raw Materials
WO-2024-0188-I03,WO-2024-0188,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,31,pcs,94.91,2025-06-10,Electrical Components
WO-2024-0188-I04,WO-2024-0188,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,95,pcs,231.74,2025-06-14,Mechanical Parts
WO-2024-0188-I05,WO-2024-0188,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,13,pcs,17.1,2025-06-12,Electrical Components
WO-2024-0189-I01,WO-2024-0189,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,86,pcs,147.07,2025-06-04,Mechanical Parts
WO-2024-0189-I02,WO-2024-0189,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,54,kg,4.0,2025-06-02,Mechanical Parts
WO-2024-0189-I03,WO-2024-0189,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,80,MT,616.32,2025-05-30,Raw Materials
WO-2024-0189-I04,WO-2024-0189,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,50,pcs,19.74,2025-05-27,Electrical Components
WO-2024-0189-I05,WO-2024-0189,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,84,pcs,320.53,2025-05-26,Electrical Components
WO-2024-0191-I01,WO-2024-0191,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,93,pcs,20.76,2025-06-10,Electrical Components
WO-2024-0191-I02,WO-2024-0191,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,27,MT,735.99,2025-06-03,Raw Materials
WO-2024-0191-I03,WO-2024-0191,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,67,pcs,346.18,2025-06-08,Electrical Components
WO-2024-0192-I01,WO-2024-0192,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,109,pcs,370.6,2025-05-31,Mechanical Parts
WO-2024-0192-I02,WO-2024-0192,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,76,pcs,16.15,2025-05-31,Electrical Components
WO-2024-0192-I03,WO-2024-0192,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,68,pcs,32.79,2025-05-28,Mechanical Parts
WO-2024-0192-I04,WO-2024-0192,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,67,pcs,230.07,2025-06-05,Mechanical Parts
WO-2024-0193-I01,WO-2024-0193,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,33,kg,3.63,2025-05-23,Mechanical Parts
WO-2024-0193-I02,WO-2024-0193,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,26,pcs,398.83,2025-05-17,Mechanical Parts
WO-2024-0193-I03,WO-2024-0193,RAW-4405,HDPE Rod 50mm dia,Raw Materials,77,m,16.0,2025-05-20,Raw Materials
WO-2024-0194-I01,WO-2024-0194,RAW-4403,Copper Busbar 40×4mm,Raw Materials,110,m,21.91,2025-05-23,Raw Materials
WO-2024-0194-I02,WO-2024-0194,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,102,pcs,353.76,2025-05-17,Electrical Components
WO-2024-0194-I03,WO-2024-0194,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,74,pcs,1667.19,2025-05-25,Electrical Components
WO-2024-0194-I04,WO-2024-0194,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,59,kg,3.7,2025-05-27,Raw Materials
WO-2024-0195-I01,WO-2024-0195,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,104,kg,4.48,2025-04-29,Mechanical Parts
WO-2024-0195-I02,WO-2024-0195,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,31,pcs,1681.48,2025-04-24,Electrical Components
WO-2024-0195-I03,WO-2024-0195,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,80,pcs,155.12,2025-04-26,Mechanical Parts
WO-2024-0195-I04,WO-2024-0195,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,115,pcs,19.35,2025-05-05,Electrical Components
WO-2024-0195-I05,WO-2024-0195,RAW-4403,Copper Busbar 40×4mm,Raw Materials,85,m,19.09,2025-05-01,Raw Materials
WO-2024-0196-I01,WO-2024-0196,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,73,pcs,100.06,2025-05-30,Electrical Components
WO-2024-0196-I02,WO-2024-0196,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,73,pcs,1542.43,2025-05-30,Electrical Components
WO-2024-0197-I01,WO-2024-0197,RAW-4405,HDPE Rod 50mm dia,Raw Materials,40,m,16.14,2025-06-08,Raw Materials
WO-2024-0197-I02,WO-2024-0197,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,21,MT,743.55,2025-06-15,Raw Materials
WO-2024-0197-I03,WO-2024-0197,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,21,pcs,143.0,2025-06-07,Mechanical Parts
WO-2024-0197-I04,WO-2024-0197,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,96,pcs,31.81,2025-06-09,Mechanical Parts
WO-2024-0197-I05,WO-2024-0197,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,36,pcs,108.95,2025-06-10,Electrical Components
WO-2024-0197-I06,WO-2024-0197,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,91,pcs,392.13,2025-06-14,Mechanical Parts
WO-2024-0198-I01,WO-2024-0198,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,70,pcs,20.4,2025-06-03,Electrical Components
WO-2024-0198-I02,WO-2024-0198,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,93,pcs,179.67,2025-06-04,Mechanical Parts
WO-2024-0198-I03,WO-2024-0198,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,52,MT,699.5,2025-06-06,Raw Materials
WO-2024-0198-I04,WO-2024-0198,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,67,kg,4.15,2025-06-06,Raw Materials
WO-2024-0198-I05,WO-2024-0198,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,5,pcs,110.01,2025-06-05,Electrical Components
WO-2024-0199-I01,WO-2024-0199,RAW-4403,Copper Busbar 40×4mm,Raw Materials,55,m,18.88,2025-07-05,Raw Materials
WO-2024-0199-I02,WO-2024-0199,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,59,pcs,400.79,2025-07-08,Electrical Components
WO-2024-0200-I01,WO-2024-0200,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,114,pcs,384.28,2025-07-16,Electrical Components
WO-2024-0200-I02,WO-2024-0200,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,48,pcs,123.99,2025-07-23,Electrical Components
WO-2024-0200-I03,WO-2024-0200,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,102,pcs,27.63,2025-07-19,Mechanical Parts
WO-2024-0200-I04,WO-2024-0200,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,17,kg,4.04,2025-07-15,Raw Materials
WO-2024-0201-I01,WO-2024-0201,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,117,pcs,19.2,2025-07-21,Electrical Components
WO-2024-0201-I02,WO-2024-0201,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,25,pcs,410.01,2025-07-24,Mechanical Parts
WO-2024-0201-I03,WO-2024-0201,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,117,pcs,94.94,2025-07-13,Electrical Components
WO-2024-0201-I04,WO-2024-0201,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,88,pcs,216.98,2025-07-16,Mechanical Parts
WO-2024-0201-I05,WO-2024-0201,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,15,pcs,33.53,2025-07-15,Mechanical Parts
WO-2024-0202-I01,WO-2024-0202,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,95,pcs,83.06,2025-07-07,Electrical Components
WO-2024-0202-I02,WO-2024-0202,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,32,MT,670.6,2025-06-30,Raw Materials
WO-2024-0202-I03,WO-2024-0202,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,21,pcs,164.71,2025-07-05,Mechanical Parts
WO-2024-0204-I01,WO-2024-0204,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,6,pcs,150.42,2025-07-10,Mechanical Parts
WO-2024-0204-I02,WO-2024-0204,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,26,pcs,367.1,2025-07-06,Electrical Components
WO-2024-0204-I03,WO-2024-0204,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,97,pcs,98.7,2025-07-16,Electrical Components
WO-2024-0205-I01,WO-2024-0205,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,101,pcs,150.66,2025-07-15,Mechanical Parts
WO-2024-0205-I02,WO-2024-0205,RAW-4405,HDPE Rod 50mm dia,Raw Materials,98,m,13.28,2025-07-10,Raw Materials
WO-2024-0205-I03,WO-2024-0205,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,59,pcs,30.4,2025-07-09,Mechanical Parts
WO-2024-0206-I01,WO-2024-0206,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,97,pcs,384.27,2025-07-04,Electrical Components
WO-2024-0206-I02,WO-2024-0206,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,104,pcs,113.56,2025-07-08,Electrical Components
WO-2024-0206-I03,WO-2024-0206,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,8,kg,4.19,2025-07-06,Raw Materials
WO-2024-0207-I01,WO-2024-0207,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,105,pcs,371.24,2025-05-24,Electrical Components
WO-2024-0207-I02,WO-2024-0207,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,35,pcs,230.61,2025-05-17,Mechanical Parts
WO-2024-0207-I03,WO-2024-0207,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,19,kg,3.17,2025-05-21,Raw Materials
WO-2024-0207-I04,WO-2024-0207,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,86,pcs,99.93,2025-05-18,Electrical Components
WO-2024-0207-I05,WO-2024-0207,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,72,kg,4.21,2025-05-26,Mechanical Parts
WO-2024-0207-I06,WO-2024-0207,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,6,pcs,415.32,2025-05-23,Mechanical Parts
WO-2024-0208-I01,WO-2024-0208,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,103,pcs,306.73,2025-07-17,Electrical Components
WO-2024-0208-I02,WO-2024-0208,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,80,MT,638.14,2025-07-22,Raw Materials
WO-2024-0208-I03,WO-2024-0208,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,38,pcs,29.48,2025-07-22,Mechanical Parts
WO-2024-0208-I04,WO-2024-0208,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,12,pcs,19.39,2025-07-17,Electrical Components
WO-2024-0209-I01,WO-2024-0209,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,73,pcs,98.42,2025-07-13,Electrical Components
WO-2024-0209-I02,WO-2024-0209,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,24,kg,3.04,2025-07-15,Raw Materials
WO-2024-0209-I03,WO-2024-0209,RAW-4405,HDPE Rod 50mm dia,Raw Materials,44,m,11.89,2025-07-12,Raw Materials
WO-2024-0209-I04,WO-2024-0209,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,31,pcs,159.4,2025-07-20,Mechanical Parts
WO-2024-0209-I05,WO-2024-0209,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,24,MT,683.11,2025-07-17,Raw Materials
WO-2024-0210-I01,WO-2024-0210,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,12,kg,2.91,2025-06-12,Raw Materials
WO-2024-0210-I02,WO-2024-0210,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,60,pcs,84.29,2025-06-15,Electrical Components
WO-2024-0210-I03,WO-2024-0210,RAW-4405,HDPE Rod 50mm dia,Raw Materials,83,m,15.21,2025-06-09,Raw Materials
WO-2024-0210-I04,WO-2024-0210,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,44,pcs,219.87,2025-06-14,Mechanical Parts
WO-2024-0211-I01,WO-2024-0211,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,68,kg,3.8,2025-05-27,Raw Materials
WO-2024-0211-I02,WO-2024-0211,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,71,pcs,363.81,2025-05-24,Mechanical Parts
WO-2024-0211-I03,WO-2024-0211,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,110,pcs,34.35,2025-05-22,Mechanical Parts
WO-2024-0212-I01,WO-2024-0212,RAW-4403,Copper Busbar 40×4mm,Raw Materials,47,m,24.77,2025-08-17,Raw Materials
WO-2024-0212-I02,WO-2024-0212,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,39,pcs,401.6,2025-08-18,Mechanical Parts
WO-2024-0213-I01,WO-2024-0213,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,114,pcs,17.11,2025-07-14,Electrical Components
WO-2024-0213-I02,WO-2024-0213,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,52,pcs,311.39,2025-07-08,Electrical Components
WO-2024-0213-I03,WO-2024-0213,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,103,pcs,1653.31,2025-07-12,Electrical Components
WO-2024-0213-I04,WO-2024-0213,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,78,pcs,369.74,2025-07-12,Mechanical Parts
WO-2024-0213-I05,WO-2024-0213,RAW-4405,HDPE Rod 50mm dia,Raw Materials,19,m,13.17,2025-07-07,Raw Materials
WO-2024-0214-I01,WO-2024-0214,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,54,pcs,367.87,2025-08-09,Mechanical Parts
WO-2024-0214-I02,WO-2024-0214,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,27,pcs,21.6,2025-08-10,Electrical Components
WO-2024-0214-I03,WO-2024-0214,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,114,pcs,1471.45,2025-08-11,Electrical Components
WO-2024-0215-I01,WO-2024-0215,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,39,pcs,230.69,2025-07-02,Mechanical Parts
WO-2024-0215-I02,WO-2024-0215,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,78,pcs,95.29,2025-07-04,Electrical Components
WO-2024-0215-I03,WO-2024-0215,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,69,kg,3.12,2025-07-11,Raw Materials
