so_line_id,sales_order_id,line_no,material_code,description,category,quantity,unit,unit_price_usd,line_value_usd
SO-2024-0158-L05,SO-2024-0158,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,114,pcs,107.1,12209.4
SO-2024-0159-L01,SO-2024-0159,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,37,pcs,356.27,13181.99
SO-2024-0159-L02,SO-2024-0159,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,87,m,12.47,1084.89
SO-2024-0159-L03,SO-2024-0159,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,62,pcs,39.86,2471.32
SO-2024-0159-L04,SO-2024-0159,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,16,pcs,102.46,1639.36
SO-2024-0159-L05,SO-2024-0159,5,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,111,pcs,219.52,24366.72
SO-2024-0160-L01,SO-2024-0160,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,102,pcs,239.38,24416.76
SO-2024-0160-L02,SO-2024-0160,2,RAW-4403,Copper Busbar 40×4mm,Raw Materials,90,m,22.47,2022.3
SO-2024-0161-L01,SO-2024-0161,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,99,pcs,215.87,21371.13
SO-2024-0161-L02,SO-2024-0161,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,101,m,14.87,1501.87
SO-2024-0162-L01,SO-2024-0162,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,53,m,14.8,784.4
SO-2024-0162-L02,SO-2024-0162,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,88,pcs,227.96,20060.48
SO-2024-0162-L03,SO-2024-0162,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,38,pcs,368.77,14013.26
SO-2024-0162-L04,SO-2024-0162,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,117,pcs,1799.18,210504.06
SO-2024-0162-L05,SO-2024-0162,5,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,17,kg,4.48,76.16
SO-2024-0163-L01,SO-2024-0163,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,10,pcs,1818.76,18187.6
SO-2024-0163-L02,SO-2024-0163,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,33,m,16.45,542.85
SO-2024-0163-L03,SO-2024-0163,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,7,pcs,95.04,665.28
SO-2024-0164-L01,SO-2024-0164,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,53,pcs,238.49,12639.97
SO-2024-0164-L02,SO-2024-0164,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,36,pcs,1799.79,64792.44
SO-2024-0164-L03,SO-2024-0164,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,88,m,17.66,1554.08
SO-2024-0165-L01,SO-2024-0165,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,22,pcs,19.76,434.72
SO-2024-0165-L02,SO-2024-0165,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,67,pcs,30.58,2048.86
SO-2024-0165-L03,SO-2024-0165,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,118,kg,3.39,400.02
SO-2024-0165-L04,SO-2024-0165,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,87,pcs,1937.17,168533.79
SO-2024-0165-L05,SO-2024-0165,5,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,72,kg,3.84,276.48
SO-2024-0166-L01,SO-2024-0166,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,112,pcs,105.03,11763.36
SO-2024-0166-L02,SO-2024-0166,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,13,pcs,37.9,492.7
SO-2024-0167-L01,SO-2024-0167,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,90,pcs,127.69,11492.1
SO-2024-0167-L02,SO-2024-0167,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,66,MT,749.34,49456.44
SO-2024-0168-L01,SO-2024-0168,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,97,pcs,390.99,37926.03
SO-2024-0168-L02,SO-2024-0168,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,41,pcs,341.37,13996.17
SO-2024-0169-L01,SO-2024-0169,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,72,m,12.89,928.08
SO-2024-0169-L02,SO-2024-0169,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,29,pcs,166.69,4834.01
SO-2024-0170-L01,SO-2024-0170,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,63,pcs,1819.5,114628.5
SO-2024-0170-L02,SO-2024-0170,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,94,pcs,94.1,8845.4
SO-2024-0171-L01,SO-2024-0171,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,53,pcs,102.92,5454.76
SO-2024-0171-L02,SO-2024-0171,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,12,m,15.82,189.84
SO-2024-0172-L01,SO-2024-0172,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,10,pcs,103.04,1030.4
SO-2024-0172-L02,SO-2024-0172,2,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,120,kg,4.75,570.0
SO-2024-0172-L03,SO-2024-0172,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,118,pcs,164.84,19451.12
SO-2024-0172-L04,SO-2024-0172,4,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,39,pcs,343.72,13405.08
SO-2024-0173-L01,SO-2024-0173,1,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,80,MT,702.98,56238.4
SO-2024-0173-L02,SO-2024-0173,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,110,pcs,408.51,44936.1
SO-2024-0173-L03,SO-2024-0173,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,55,pcs,41.0,2255.0
SO-2024-0173-L04,SO-2024-0173,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,43,pcs,1698.74,73045.82
SO-2024-0173-L05,SO-2024-0173,5,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,35,kg,4.42,154.7
SO-2024-0173-L06,SO-2024-0173,6,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,113,pcs,229.46,25928.98
SO-2024-0174-L01,SO-2024-0174,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,49,pcs,344.3,16870.7
SO-2024-0174-L02,SO-2024-0174,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,60,kg,3.11,186.6
SO-2024-0175-L01,SO-2024-0175,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,67,pcs,389.13,26071.71
SO-2024-0175-L02,SO-2024-0175,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,75,MT,774.7,58102.5
SO-2024-0175-L03,SO-2024-0175,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,60,kg,3.5,210.0
SO-2024-0175-L04,SO-2024-0175,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,79,pcs,19.29,1523.91
SO-2024-0176-L01,SO-2024-0176,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,24,pcs,158.3,3799.2
SO-2024-0176-L02,SO-2024-0176,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,105,kg,4.21,442.05
SO-2024-0177-L01,SO-2024-0177,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,61,pcs,394.4,24058.4
SO-2024-0177-L02,SO-2024-0177,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,39,kg,3.36,131.04
SO-2024-0178-L01,SO-2024-0178,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,75,pcs,347.45,26058.75
SO-2024-0178-L02,SO-2024-0178,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,81,pcs,109.18,8843.58
SO-2024-0178-L03,SO-2024-0178,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,115,pcs,158.48,18225.2
SO-2024-0178-L04,SO-2024-0178,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,42,pcs,396.55,16655.1
SO-2024-0178-L05,SO-2024-0178,5,RAW-4403,Copper Busbar 40×4mm,Raw Materials,104,m,18.68,1942.72
SO-2024-0178-L06,SO-2024-0178,6,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,120,pcs,1817.86,218143.2
SO-2024-0179-L01,SO-2024-0179,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,39,pcs,34.9,1361.1
SO-2024-0179-L02,SO-2024-0179,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,13,kg,3.47,45.11
SO-2024-0179-L03,SO-2024-0179,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,40,kg,4.26,170.4
SO-2024-0180-L01,SO-2024-0180,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,81,kg,3.46,280.26
SO-2024-0180-L02,SO-2024-0180,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,63,MT,699.63,44076.69
SO-2024-0180-L03,SO-2024-0180,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,43,pcs,14.05,604.15
SO-2024-0181-L01,SO-2024-0181,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,81,pcs,15.09,1222.29
SO-2024-0181-L02,SO-2024-0181,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,46,pcs,1830.96,84224.16
SO-2024-0181-L03,SO-2024-0181,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,93,pcs,93.42,8688.06
SO-2024-0181-L04,SO-2024-0181,4,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,45,MT,705.99,31769.55
SO-2024-0182-L01,SO-2024-0182,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,51,m,18.91,964.41
SO-2024-0182-L02,SO-2024-0182,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,77,pcs,219.99,16939.23
SO-2024-0182-L03,SO-2024-0182,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,74,pcs,1703.98,126094.52
SO-2024-0182-L04,SO-2024-0182,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,103,pcs,102.85,10593.55
SO-2024-0182-L05,SO-2024-0182,5,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,98,kg,3.94,386.12
SO-2024-0182-L06,SO-2024-0182,6,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,95,kg,3.09,293.55
SO-2024-0183-L01,SO-2024-0183,1,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,89,pcs,30.16,2684.24
SO-2024-0183-L02,SO-2024-0183,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,59,MT,761.02,44900.18
SO-2024-0183-L03,SO-2024-0183,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,14,kg,3.92,54.88
SO-2024-0183-L04,SO-2024-0183,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,81,pcs,233.96,18950.76
SO-2024-0183-L05,SO-2024-0183,5,RAW-4403,Copper Busbar 40×4mm,Raw Materials,56,m,22.27,1247.12
SO-2024-0184-L01,SO-2024-0184,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,26,pcs,117.64,3058.64
SO-2024-0184-L02,SO-2024-0184,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,10,MT,740.69,7406.9
SO-2024-0184-L03,SO-2024-0184,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,87,pcs,168.71,14677.77
SO-2024-0184-L04,SO-2024-0184,4,RAW-4403,Copper Busbar 40×4mm,Raw Materials,56,m,25.73,1440.88
SO-2024-0184-L05,SO-2024-0184,5,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,47,pcs,258.29,12139.63
SO-2024-0184-L06,SO-2024-0184,6,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,60,pcs,1681.78,100906.8
SO-2024-0185-L01,SO-2024-0185,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,55,pcs,111.21,6116.55
SO-2024-0185-L02,SO-2024-0185,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,91,kg,3.43,312.13
SO-2024-0185-L03,SO-2024-0185,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,69,m,12.9,890.1
SO-2024-0185-L04,SO-2024-0185,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,8,pcs,234.14,1873.12
SO-2024-0185-L05,SO-2024-0185,5,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,42,pcs,17.33,727.86
SO-2024-0185-L06,SO-2024-0185,6,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,15,pcs,1684.82,25272.3
SO-2024-0186-L01,SO-2024-0186,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,65,m,18.78,1220.7
SO-2024-0186-L02,SO-2024-0186,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,97,pcs,244.84,23749.48
SO-2024-0186-L03,SO-2024-0186,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,45,pcs,345.37,15541.65
SO-2024-0186-L04,SO-2024-0186,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,10,pcs,20.48,204.8
SO-2024-0186-L05,SO-2024-0186,5,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,19,pcs,1656.78,31478.82
SO-2024-0187-L01,SO-2024-0187,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,25,pcs,366.48,9162.0
SO-2024-0187-L02,SO-2024-0187,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,59,pcs,41.42,2443.78
SO-2024-0187-L03,SO-2024-0187,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,34,m,16.79,570.86
SO-2024-0188-L01,SO-2024-0188,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,80,pcs,397.18,31774.4
SO-2024-0188-L02,SO-2024-0188,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,5,kg,3.53,17.65
SO-2024-0188-L03,SO-2024-0188,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,31,pcs,104.74,3246.94
SO-2024-0188-L04,SO-2024-0188,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,95,pcs,250.44,23791.8
SO-2024-0188-L05,SO-2024-0188,5,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,13,pcs,18.62,242.06
SO-2024-0189-L01,SO-2024-0189,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,86,pcs,155.97,13413.42
SO-2024-0189-L02,SO-2024-0189,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,54,kg,4.18,225.72
SO-2024-0189-L03,SO-2024-0189,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,80,MT,700.28,56022.4
SO-2024-0189-L04,SO-2024-0189,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,50,pcs,20.76,1038.0
SO-2024-0189-L05,SO-2024-0189,5,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,84,pcs,353.8,29719.2
SO-2024-0190-L01,SO-2024-0190,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,44,pcs,1685.08,74143.52
SO-2024-0190-L02,SO-2024-0190,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,52,pcs,169.27,8802.04
SO-2024-0190-L03,SO-2024-0190,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,70,pcs,229.42,16059.4
SO-2024-0191-L01,SO-2024-0191,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,93,pcs,21.35,1985.55
SO-2024-0191-L02,SO-2024-0191,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,27,MT,739.94,19978.38
SO-2024-0191-L03,SO-2024-0191,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,67,pcs,363.11,24328.37
SO-2024-0192-L01,SO-2024-0192,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,109,pcs,395.36,43094.24
SO-2024-0192-L02,SO-2024-0192,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,76,pcs,18.04,1371.04
SO-2024-0192-L03,SO-2024-0192,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,68,pcs,33.73,2293.64
SO-2024-0192-L04,SO-2024-0192,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,67,pcs,230.78,15462.26
SO-2024-0193-L01,SO-2024-0193,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,33,kg,4.06,133.98
SO-2024-0193-L02,SO-2024-0193,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,26,pcs,411.23,10691.98
SO-2024-0193-L03,SO-2024-0193,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,77,m,16.46,1267.42
SO-2024-0194-L01,SO-2024-0194,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,110,m,24.05,2645.5
SO-2024-0194-L02,SO-2024-0194,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,102,pcs,397.52,40547.04
SO-2024-0194-L03,SO-2024-0194,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,74,pcs,1715.56,126951.44
SO-2024-0194-L04,SO-2024-0194,4,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,59,kg,3.91,230.69
SO-2024-0195-L01,SO-2024-0195,1,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,104,kg,4.5,468.0
SO-2024-0195-L02,SO-2024-0195,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,31,pcs,1893.21,58689.51
SO-2024-0195-L03,SO-2024-0195,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,80,pcs,169.12,13529.6
SO-2024-0195-L04,SO-2024-0195,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,115,pcs,19.69,2264.35
SO-2024-0195-L05,SO-2024-0195,5,RAW-4403,Copper Busbar 40×4mm,Raw Materials,85,m,21.43,1821.55
SO-2024-0196-L01,SO-2024-0196,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,73,pcs,104.84,7653.32
SO-2024-0196-L02,SO-2024-0196,2,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,73,pcs,1700.51,124137.23
SO-2024-0197-L01,SO-2024-0197,1,RAW-4405,HDPE Rod 50mm dia,Raw Materials,40,m,17.2,688.0
SO-2024-0197-L02,SO-2024-0197,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,21,MT,753.13,15815.73
SO-2024-0197-L03,SO-2024-0197,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,21,pcs,153.74,3228.54
SO-2024-0197-L04,SO-2024-0197,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,96,pcs,32.51,3120.96
SO-2024-0197-L05,SO-2024-0197,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,36,pcs,108.56,3908.16
SO-2024-0197-L06,SO-2024-0197,6,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,91,pcs,395.71,36009.61
SO-2024-0198-L01,SO-2024-0198,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,70,pcs,20.0,1400.0
SO-2024-0198-L02,SO-2024-0198,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,93,pcs,177.77,16532.61
SO-2024-0198-L03,SO-2024-0198,3,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,52,MT,730.92,38007.84
SO-2024-0198-L04,SO-2024-0198,4,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,67,kg,4.16,278.72
SO-2024-0198-L05,SO-2024-0198,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,5,pcs,111.46,557.3
SO-2024-0199-L01,SO-2024-0199,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,55,m,19.74,1085.7
SO-2024-0199-L02,SO-2024-0199,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,59,pcs,405.99,23953.41
SO-2024-0200-L01,SO-2024-0200,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,114,pcs,378.83,43186.62
SO-2024-0200-L02,SO-2024-0200,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,48,pcs,126.3,6062.4
SO-2024-0200-L03,SO-2024-0200,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,102,pcs,28.68,2925.36
SO-2024-0200-L04,SO-2024-0200,4,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,17,kg,4.49,76.33
SO-2024-0201-L01,SO-2024-0201,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,117,pcs,19.2,2246.4
SO-2024-0201-L02,SO-2024-0201,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,25,pcs,414.98,10374.5
SO-2024-0201-L03,SO-2024-0201,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,117,pcs,95.4,11161.8
SO-2024-0201-L04,SO-2024-0201,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,88,pcs,228.02,20065.76
SO-2024-0201-L05,SO-2024-0201,5,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,15,pcs,33.21,498.15
SO-2024-0202-L01,SO-2024-0202,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,95,pcs,90.57,8604.15
SO-2024-0202-L02,SO-2024-0202,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,32,MT,732.91,23453.12
SO-2024-0202-L03,SO-2024-0202,3,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,21,pcs,165.78,3481.38
SO-2024-0203-L01,SO-2024-0203,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,21,kg,4.33,90.93
SO-2024-0203-L02,SO-2024-0203,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,34,pcs,158.41,5385.94
SO-2024-0203-L03,SO-2024-0203,3,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,98,pcs,109.76,10756.48
SO-2024-0203-L04,SO-2024-0203,4,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,18,kg,3.18,57.24
SO-2024-0204-L01,SO-2024-0204,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,6,pcs,166.36,998.16
SO-2024-0204-L02,SO-2024-0204,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,26,pcs,375.21,9755.46
SO-2024-0204-L03,SO-2024-0204,3,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,97,pcs,102.46,9938.62
SO-2024-0205-L01,SO-2024-0205,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,101,pcs,149.31,15080.31
SO-2024-0205-L02,SO-2024-0205,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,98,m,14.3,1401.4
SO-2024-0205-L03,SO-2024-0205,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,59,pcs,32.4,1911.6
SO-2024-0206-L01,SO-2024-0206,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,97,pcs,388.61,37695.17
SO-2024-0206-L02,SO-2024-0206,2,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,104,pcs,127.94,13305.76
SO-2024-0206-L03,SO-2024-0206,3,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,8,kg,4.73,37.84
SO-2024-0207-L01,SO-2024-0207,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,105,pcs,411.83,43242.15
SO-2024-0207-L02,SO-2024-0207,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,35,pcs,234.74,8215.9
SO-2024-0207-L03,SO-2024-0207,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,19,kg,3.12,59.28
SO-2024-0207-L04,SO-2024-0207,4,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,86,pcs,104.04,8947.44
SO-2024-0207-L05,SO-2024-0207,5,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,72,kg,4.62,332.64
SO-2024-0207-L06,SO-2024-0207,6,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,6,pcs,419.48,2516.88
SO-2024-0208-L01,SO-2024-0208,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,103,pcs,345.84,35621.52
SO-2024-0208-L02,SO-2024-0208,2,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,80,MT,696.08,55686.4
SO-2024-0208-L03,SO-2024-0208,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,38,pcs,31.02,1178.76
SO-2024-0208-L04,SO-2024-0208,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,12,pcs,21.59,259.08
SO-2024-0209-L01,SO-2024-0209,1,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,73,pcs,102.52,7483.96
SO-2024-0209-L02,SO-2024-0209,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,24,kg,3.15,75.6
SO-2024-0209-L03,SO-2024-0209,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,44,m,12.47,548.68
SO-2024-0209-L04,SO-2024-0209,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,31,pcs,179.1,5552.1
SO-2024-0209-L05,SO-2024-0209,5,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,24,MT,738.28,17718.72
SO-2024-0210-L01,SO-2024-0210,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,12,kg,3.12,37.44
SO-2024-0210-L02,SO-2024-0210,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,60,pcs,91.13,5467.8
SO-2024-0210-L03,SO-2024-0210,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,83,m,15.65,1298.95
SO-2024-0210-L04,SO-2024-0210,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,44,pcs,243.3,10705.2
SO-2024-0211-L01,SO-2024-0211,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,68,kg,3.76,255.68
SO-2024-0211-L02,SO-2024-0211,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,71,pcs,400.69,28448.99
SO-2024-0211-L03,SO-2024-0211,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,110,pcs,38.09,4189.9
SO-2024-0212-L01,SO-2024-0212,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,47,m,24.46,1149.62
SO-2024-0212-L02,SO-2024-0212,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,39,pcs,400.95,15637.05
SO-2024-0213-L01,SO-2024-0213,1,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,114,pcs,18.54,2113.56
SO-2024-0213-L02,SO-2024-0213,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,52,pcs,352.58,18334.16
SO-2024-0213-L03,SO-2024-0213,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,103,pcs,1680.87,173129.61
